season,celebrity_name,season_wikipedia_page,window_start,window_end,geo,trends_status,trends_mean,trends_max,trends_sum,n_points
18,Sean Avery,Dancing with the Stars (American TV series) season 18,2014-03-10,2014-05-27,US,ok,4.405063291139241,100.0,348.0,79
19,Alfonso Ribeiro,Dancing with the Stars (American TV series) season 19,2014-09-08,2014-12-02,US,ok,9.662790697674419,100.0,831.0,86
19,Antonio Sabato Jr.,Dancing with the Stars (American TV series) season 19,2014-09-08,2014-12-02,US,ok,1.8953488372093024,100.0,163.0,86
19,Bethany Mota,Dancing with the Stars (American TV series) season 19,2014-09-08,2014-12-02,US,ok,26.593023255813954,100.0,2287.0,86
19,Betsey Johnson,Dancing with the Stars (American TV series) season 19,2014-09-08,2014-12-02,US,ok,13.232558139534884,100.0,1138.0,86
19,Janel Parrish,Dancing with the Stars (American TV series) season 19,2014-09-08,2014-12-02,US,ok,10.813953488372093,100.0,930.0,86
19,Jonathan Bennett,Dancing with the Stars (American TV series) season 19,2014-09-08,2014-12-02,US,ok,9.406976744186046,100.0,809.0,86
19,Lea Thompson,Dancing with the Stars (American TV series) season 19,2014-09-08,2014-12-02,US,ok,9.162790697674419,100.0,788.0,86
19,Lolo Jones,Dancing with the Stars (American TV series) season 19,2014-09-08,2014-12-02,US,ok,4.546511627906977,100.0,391.0,86
19,Michael Waltrip,Dancing with the Stars (American TV series) season 19,2014-09-08,2014-12-02,US,ok,9.069767441860465,100.0,780.0,86
19,Randy Couture,Dancing with the Stars (American TV series) season 19,2014-09-08,2014-12-02,US,ok,5.5,100.0,473.0,86
19,Sadie Robertson,Dancing with the Stars (American TV series) season 19,2014-09-08,2014-12-02,US,ok,17.5,100.0,1505.0,86
19,Tavis Smiley,Dancing with the Stars (American TV series) season 19,2014-09-08,2014-12-02,US,ok,6.651162790697675,100.0,572.0,86
19,Tommy Chong,Dancing with the Stars (American TV series) season 19,2014-09-08,2014-12-02,US,ok,8.325581395348838,100.0,716.0,86
20,Charlotte McKinney,Dancing with the Stars (American TV series) season 20,2015-03-09,2015-05-26,US,ok,13.49367088607595,100.0,1066.0,79
20,Chris Soules,Dancing with the Stars (American TV series) season 20,2015-03-09,2015-05-26,US,ok,11.632911392405063,100.0,919.0,79
20,Michael Sam,Dancing with the Stars (American TV series) season 20,2015-03-09,2015-05-26,US,ok,18.151898734177216,100.0,1434.0,79
