fan_source_mechanism,model,n_folds,n_test_total,rmse_mean,r2_mean,rmse_std,r2_std
percent,mlp,34,421,0.3203434485615857,0.3382424440884963,0.19848782105584933,0.7821188109417163
percent,ridge,34,421,0.24341501637773377,0.5857045681855225,0.2208793461003695,0.8399185842395097
