season,alpha,fan_source_mechanism,count_withdraw_as_exit,n_weeks,n_exit_weeks,n_single_exit_weeks,n_multi_exit_weeks,match_rate_percent,match_rate_rank,match_rate_percent_judge_save,match_rate_rank_judge_save,diff_weeks_percent_vs_rank,mean_fan_share_observed,mean_fan_share_pred_percent,mean_fan_share_pred_rank,mean_judge_pct_observed,mean_judge_pct_pred_percent,mean_judge_pct_pred_rank,seed
15,0.5,rank,0,10,7,4,3,0.8571428571428571,0.8571428571428571,0.75,0.5,2,0.0455502804281722,0.0371574021053303,0.0578530190669206,0.1141362154095249,0.1157491859291552,0.1122398816547841,20260130
16,0.5,rank,0,10,8,8,0,1.0,1.0,1.0,0.875,0,0.0565387228921998,0.0565387228921998,0.0565387228921998,0.1240707869761107,0.1240707869761107,0.1240707869761107,20260130
17,0.5,rank,0,11,9,9,0,1.0,0.8888888888888888,0.8888888888888888,0.5555555555555556,1,0.0431644476052806,0.0431644476052806,0.0469873731876202,0.1304703908329251,0.1304703908329251,0.1299975775941545,20260130
18,0.5,rank,0,10,8,8,0,1.0,0.875,0.875,0.5,1,0.0438554040108516,0.0438554040108516,0.0471282652596723,0.1405337404093885,0.1405337404093885,0.1374599699175852,20260130
19,0.5,rank,0,11,10,10,0,1.0,1.0,0.9,0.7,0,0.0450695619655877,0.0450695619655877,0.0450695619655877,0.1201393929803669,0.1201393929803669,0.1201393929803669,20260130
20,0.5,rank,0,10,8,7,1,1.0,0.875,0.7142857142857143,0.2857142857142857,1,0.0335993191466924,0.0335993191466924,0.0356531274904198,0.1285337784355227,0.1285337784355227,0.1280416524512707,20260130
21,0.5,rank,0,11,7,6,1,0.8571428571428571,0.5714285714285714,0.8333333333333334,0.5,3,0.0356188578101264,0.0338470230863986,0.0705503225286986,0.1276303058828645,0.1285545203006094,0.1225307210407443,20260130
22,0.5,rank,0,10,7,5,2,0.8571428571428571,0.8571428571428571,0.8,0.8,1,0.046573685250908,0.0352209665715495,0.0538573543665592,0.1158111389708551,0.1168066591301383,0.1150644988513927,20260130
23,0.5,rank,0,11,9,8,1,1.0,1.0,0.875,0.875,0,0.0438911298471316,0.0438911298471316,0.0438911298471316,0.1283444581623816,0.1283444581623816,0.1283444581623816,20260130
24,0.5,rank,0,10,8,7,1,1.0,0.75,0.7142857142857143,0.7142857142857143,2,0.0412777650578439,0.0412777650578439,0.114714503947547,0.1300647848884107,0.1300647848884107,0.1233836102653722,20260130
25,0.5,rank,0,10,8,6,2,1.0,1.0,1.0,0.6666666666666666,0,0.0500822027427377,0.0500822027427377,0.0500822027427377,0.1323858065104278,0.1323858065104278,0.1323858065104278,20260130
26,0.5,rank,0,4,3,0,3,0.6666666666666666,1.0,,,1,0.074785574927492,0.0613870586929553,0.074785574927492,0.1206315107874216,0.1253044079836833,0.1206315107874216,20260130
