fan_source_mechanism,model,n_folds,n_test_total,epochs_mean,rmse_mean,r2_mean,mae_mean,rmse_std,r2_std,mae_std
percent,pytorch_attention_net,5,50,100.0,0.4717964051155706,-0.1604645371437073,0.4232835829257965,0.386534530252875,1.7721160250802919,0.3786807065006962
percent,pytorch_deep_resnet,5,50,100.0,0.47448597237758144,-0.10175385475158691,0.4099935919046402,0.35109922554809553,1.583696591065107,0.3431423838848159
percent,pytorch_uncertainty_net,5,50,100.0,0.4536391956128882,-0.13952466249465942,0.401699024438858,0.40407679419272924,1.9031659685912259,0.3937902353760129
