season_test,model,epoch,train_loss,train_acc,val_loss,val_acc,lr
1,pytorch_advanced_mlp,0,0.6555520504019982,0.6793141189346954,0.0,0.0,0.0009755527298894294
1,pytorch_advanced_mlp,1,0.5558318953181423,0.8059102517329442,0.0,0.0,0.0009046039886902864
1,pytorch_advanced_mlp,2,0.48158562599226484,0.8467712513681138,0.0,0.0,0.0007940987335200904
1,pytorch_advanced_mlp,3,0.43284646854844205,0.8679314118934696,0.0,0.0,0.0006548539886902864
1,pytorch_advanced_mlp,4,0.40991224036660306,0.8803356439255746,0.0,0.0,0.0005005000000000001
1,pytorch_advanced_mlp,5,0.3994468235692313,0.8869025902955125,0.0,0.0,0.0003461460113097139
1,pytorch_advanced_mlp,6,0.3970296798750412,0.8814301349872309,0.0,0.0,0.00020690126647990973
1,pytorch_advanced_mlp,7,0.39455063606417456,0.8847136081721999,0.0,0.0,9.639601130971382e-05
1,pytorch_advanced_mlp,8,0.3946693539619446,0.883983947464429,0.0,0.0,2.5447270110570814e-05
1,pytorch_advanced_mlp,9,0.38831147066382476,0.8847136081721999,0.0,0.0,0.001
1,pytorch_advanced_mlp,10,0.39487329402635263,0.8825246260488873,0.0,0.0,0.0009938503261272714
1,pytorch_advanced_mlp,11,0.39811246478280354,0.8850784385260854,0.0,0.0,0.0009755527298894294
1,pytorch_advanced_mlp,12,0.38998443304106245,0.8876322510032835,0.0,0.0,0.0009455577588320898
1,pytorch_advanced_mlp,13,0.39360216675802717,0.8854432688799708,0.0,0.0,0.0009046039886902864
1,pytorch_advanced_mlp,14,0.38520827473596086,0.887267420649398,0.0,0.0,0.0008536998372026805
1,pytorch_advanced_mlp,15,0.3852260549401128,0.8901860634804816,0.0,0.0,0.0007940987335200904
1,pytorch_advanced_mlp,16,0.37959075043367785,0.891280554542138,0.0,0.0,0.0007272682546199037
1,pytorch_advanced_mlp,17,0.3793698195801225,0.890550893834367,0.0,0.0,0.0006548539886902864
1,pytorch_advanced_mlp,18,0.37938161436901535,0.8879970813571689,0.0,0.0,0.0005786390152875954
1,pytorch_advanced_mlp,19,0.3775134308393611,0.8945640277271069,0.0,0.0,0.0005005000000000001
1,pytorch_advanced_mlp,20,0.37407568859499557,0.8949288580809923,0.0,0.0,0.00042236098471240487
1,pytorch_advanced_mlp,21,0.3706144981606062,0.8934695366654506,0.0,0.0,0.0003461460113097139
1,pytorch_advanced_mlp,22,0.37576893110607945,0.8876322510032835,0.0,0.0,0.00027373174538009644
1,pytorch_advanced_mlp,23,0.3712785070718721,0.8952936884348778,0.0,0.0,0.00020690126647990973
1,pytorch_advanced_mlp,24,0.36964739408603936,0.8931047063115651,0.0,0.0,0.00014730016279731955
1,pytorch_advanced_mlp,25,0.37100121309590894,0.8931047063115651,0.0,0.0,9.639601130971382e-05
1,pytorch_advanced_mlp,26,0.36931307094041693,0.8956585187887632,0.0,0.0,5.544224116791029e-05
1,pytorch_advanced_mlp,27,0.3651312728260839,0.8978475009120759,0.0,0.0,2.5447270110570814e-05
1,pytorch_advanced_mlp,28,0.3690525986427485,0.8941991973732214,0.0,0.0,7.149673872728739e-06
1,pytorch_advanced_mlp,29,0.36896778192631036,0.8941991973732214,0.0,0.0,0.001
1,pytorch_advanced_mlp,30,0.3759065013985301,0.8894564027727107,0.0,0.0,0.0009984602081996976
1,pytorch_advanced_mlp,31,0.38079971560212067,0.8931047063115651,0.0,0.0,0.0009938503261272714
1,pytorch_advanced_mlp,32,0.37726467917131823,0.8916453848960233,0.0,0.0,0.0009861987752386395
1,pytorch_advanced_mlp,33,0.37361994870873383,0.8952936884348778,0.0,0.0,0.0009755527298894294
1,pytorch_advanced_mlp,34,0.37081396718357884,0.8956585187887632,0.0,0.0,0.0009619778264893878
1,pytorch_advanced_mlp,35,0.3724441847135854,0.8934695366654506,0.0,0.0,0.0009455577588320898
1,pytorch_advanced_mlp,36,0.37219405867332633,0.8916453848960233,0.0,0.0,0.0009263937620948692
